,Sentence,Sentiment
6057,Bee Therapy Retreat Where Vibrations From Bees and Scent of Honey Believed to Be Healing,positive
6578,Top 100 Businesses Prospering in the Inner City,positive
4582,The changes in readership were not significant .,neutral
5038,"Simultaneously with this merger plan another merger plan has been signed , according to which Suomen Projektivuokraus Oy , a subsidiary of VTM-Rakennuskonevuokraamo Oy , would be merged with VTM-Rakennuskonevuokraamo Oy .",neutral
5406,$GALE Breakout Coming Soon!,positive
5107,LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .,neutral
6327,Hometown Celebrity Josh Duhamel and Black Eyed Peas Help North Dakota Flood Victims,positive
3712,"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",positive
2325,"Paper companies were in negative territories , with Stora Enso R shedding 1.62 pct to 12.73 eur , UPM-Kymmene down 0.80 pct at 18.64 eur and M-real B 0.18 pct lower at 5.57 eur .",negative
6710,Two Teen Girls Push Government in Bali to Ban the Bags That Have Turned Their Paradise Into an Eyesore,positive
1048,"Profit after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year .",positive
5849,India Cancels Small Farmers’ Debt Across Nation,positive
3564,"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` We have been using Corporate Phonebook inside SysOpen Digia extensively since last fall , and we have been very satisfied with the results .",positive
5987,New Mexico Researchers Work to Halt Depletion of Native Herb by Encouraging Farmers,positive
6941,"In World First, German Steelmakers Power Their Furnace Using Only Hydrogen Instead of Coal",positive
780,ITV share price jumps on report of Comcast's NBCUniversal bidding to takeover ...,positive
3051,"The company is in charge of all natural gas storage activities in France , Great Britain , and Germany .",neutral
5083,"Following the acquisitions , Panostaja will establish a new business unit which will focus on heat treatment of metals .",neutral
1379,"Department store sales improved by 14 % to EUR 1,070.6 mn .",positive
6167,Petite Woman Builds Small Hydro Plants Bringing Electricity to Half Million Indonesians,positive
6373,Your Inspired Weekly Horoscope From Rob Brezsny: A ‘Free Will Astrology’,positive
2196,"When the situation normalises , the company will be able to increase the amount of residential units for sale in St Petersburg and Moscow , in particular .",positive
1315,"The payment of 2.779 million litas in interest on a long-term loan provided by Ragutis ' majority shareholder , Estonia 's A. Le Coq , also added to the losses .",neutral
4517,"Unlisted British Biologicals makes B - and D - proteins , and other disease-specific supplements that cover diabetes , hepatitis , asthma and other cardiovascular ailments .",neutral
4075,SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,neutral
2346,$TSLA announces a recall and the stock doesn't sell off. This stock is teflon. Won't last forever.,positive
6379,5 Tycoons Who Want to Close the Wealth Gap in the U.S.,positive
3905,"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein .",neutral
1153,"Last July , the group said it intended to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of France , where it already operates a hook manufacturing and distribution unit .",neutral
6916,HP Leads in PC Recycling,positive
2298,ALERT: New RSI signal created on $COST - Buy at 148.78 - Time: 14:19 - Strength: 10. Powered by https://t.co/MhOBzU3Rmx,positive
5779,UPDATE 3-Stifel to buy former Lehman brokerage from Barclays,positive
3497,Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,positive
2205,"$CTRP just broke resistance, watching for a #redtogreen #breakout right out of the gate tomorrow morning. #stocks https://t.co/8VXFUUIt04",positive
2240,"Community gardening has become a popular activity , especially to raise vegetables .",neutral
1241,Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn .,positive
6858,Buy a Meal and One Gets Donated to Charity in Canada,positive
3275,"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills .",neutral
6735,Partners in a Golf Foursome Score 2 Back to Back Holes-in-one,positive
5361,ITV share price: Group mulls takeover of Canada's Entertainment One,positive
6784,Small Cars Get Good Marks in Crash Tests,positive
1167,The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .,neutral
1593,"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",negative
3158,15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V .,positive
2823,UPM-Kymmene is one of the world 's leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies .,positive
5208,"The business units of the InvestLesProm Group cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants .",neutral
1386,"In addition , the company is considering the start of production in Russia .",neutral
5331,"The size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft .",neutral
2365,The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .,neutral
6810,Prison Program Produces Business Savvy Inmates And Huge Success Rates,positive
2178,"In the Baltic states the company reports net sales of EUR 11.9 mn , down from EUR 14.2 mn , and an operative EBIT of EUR -2.2 mn , down from EUR -1.7 mn .",negative
1373,"Royal Mail, Johnson Matthey lead FTSE lower",negative
6308,Flying Saucer Cars Launched,positive
824,LONDON MarketWatch -- Nokia nok said it 's won a five-year services contract to run Hutchison Essar 's network operations in nine locations in India .,positive
5122,Operating profit rose to EUR 13.1 mn from EUR 8.7 mn in the corresponding period in 2007 representing 7.7 % of net sales .,positive
1835,"The contract covers the supply of temporary heating equipment for LKAB 's new pellet plant in Kiruna , in northern Sweden .",neutral
3503,"A Flurry Analytics spokesperson said that , as it was only measuring Windows Phone 7 data for some weeks , the firm double-checked the data to make sure the 66 per cent rise was not an aberration .",neutral
5039,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",neutral
1864,"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki .",neutral
6896,Startup in Uganda Recycles Plastic Bottles into PPE Face Shields For Hospitals,positive
3261,"The approximately 20,000 dwt vessel has been ordered from India .",neutral
6730,"As Federal Money Dries Up, States Get Creative in Funding Renewable Energy",positive
6152,NM Veteran Uses Own Money To Help Homeless Vets,positive
2609,Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,neutral
6120,"Chinese Billionaire Donates $2Bil to Education, Health and Environment",positive
2940,Nordstjernan has used its option to buy another 22.4 % stake of Salcomp 's shares and votes .,neutral
2529,"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region .",neutral
2743,The value of the contracts is about EUR 3.3 mn .,neutral
3510,"Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker .",positive
4526,"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",positive
5470,It includes options for additional 30 communal building sites as well as construction supervision works for all construction sites .,neutral
5319,"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .",negative
4649,The project also implies an underground parking lot for 56 vehicles .,neutral
3523,"Purchase it for the 12MP snapper , if nothing else .",neutral
6162,Google Co-founder Quietly Buying Up Property and Charging Below-Market Rent,positive
5192,To be number one means creating added value for stakeholders in everything we do .,neutral
5382,UPDATE 3-Ex-Barclays director accused by US of illegal tips to plumber,negative
4384,18 March 2010 A leakage in the gypsum pond was detected today at the Talvivaara mine .,neutral
6161,Who’s On Your Fridge?,positive
2158,Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,neutral
4681,Glencore sees Tripoli-based NOC as sole legal seller of Libyan oil,neutral
5491,"Russia 's top container shipping group , Fesco , and Finnish logistics company Nurminen Logistics have started a pilot project offering clients direct intermodal transportation service from Finland to Asia Pacific countries , Fesco said in a statement .",positive
4764,$VOLC THIS STOCK HAS A VERY VERY VERY VERY VERY HIGH PROBABILITY OF RALLYING TOMORROW AND/OR EARLY NEXT WEEK,positive
4403,$MA http://stks.co/1CYN continues to consolidate / base here,positive
1604,An audio webcast will be available live and archived on Cerner 's Web site at www.cerner.com .,neutral
2088,"When the OMX market forwards mature on May 16 , 2008 , Novator Finland Oy 's direct shareholding in Amer Sports Corporation will exceed one-fifth 1-5 of the company 's shares and voting rights .",neutral
4223,The value of the contract is in total USD12m .,neutral
2628,Fortum is now considering taking part in nuclear energy projects outside of Finland .,neutral
1954,"Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY .",neutral
2375,"The decision means temporary lay-offs of fixed duration at the company 's Nastola and Jyvaskyla units , in southern and central Finland , respectively .",negative
5274,The dismissed staff members will now take the matter to court unless it can be settled outside .,negative
3357,A huge issue for us is the button placement .,neutral
316,"ADP News - Feb 13 , 2009 - Finnish retailer Kesko Oyj HEL : KESBV said today its total sales , excluding value added tax VAT , stood at EUR 661.3 million USD 853.1 m in January 2009 , down 15.2 % year-on-yea",negative
1184,UPDATE 3-Auto Trader shares leap in UK's biggest private equity-backed listing,positive
6722,Missouri Couple Hopes to Live as Normally as Possible After Winning Half of Powerball Jackpot,positive
951,EPS dropped to EUR0 .2 from EUR0 .3 .,negative
5941,Tony Robbins Swoops In To Stop Nuns’ Eviction From Their Soup Kitchen,positive
49,Profit of the accounting period was EUR 0.3 mn .,neutral
2683,Ponsse will divide its sales and maintenance service network into six geographical areas .,neutral
3532,` By separating side businesses we will be able to faster expand and develop Tapro retail network .,positive
1975,Boomerang Boats had net sales of EUR 4.1 mn and it made an operating profit of EUR 0.4 mn in 2006 .,neutral
2773,"2nd raise this year.  ""@BVHealthcare: $QCOR Questcor Increases Quarterly Cash Dividend 20 Percent.. http://stks.co/goan""",positive
3435,Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % .,neutral
6250,The US Economy Delivers Blockbuster Performance in 3rd Quarter With Highest Growth Since 2021–Lowering Inflation,positive
5740,"561,470 new shares under 2003 option rights plan Packaging company Huhtamaki Oyj reported on Monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan .",neutral
3374,An appeal concerning the project has been lodged at the Czech Ministry of the Environment .,neutral
3059,"Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn .",negative
6219,"For American Workers, A Week Stuffed With Good News",positive
4751,No blind-spots coming from 1 vantage point allows investigators to see the whole story in high resolution with no unbroken video .,neutral
5395,Global life science industry is strictly regulated by international and national authorities .,neutral
4950,"` Sanoma is a buyer not a target , ' he said .",neutral
1884,The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,negative
7047,87 Percent of Tech Startups Plan to Hire in 2013,positive
2737,Marimekko is considering further measures in the matter .,neutral
2129,NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation wins EUR50m equipment order in Australia -® 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment order in Australia .,positive
1673,"The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore .",neutral
6087,US Senate Passes DoD Renewable Energy Amendment,positive
5288,"Adanac Molybdenum of Canada has ordered grinding technology for its molybdenum project in British Columbia , Canada , while Shalkiya Zinc of Kazakhstan has awarded a contract for grinding technology for the Shalkiya zinc-lead project in Kazakhstan .",positive
6003,"Good News in History, August 17",positive
6215,"Appalachian Miners Trade Coal for Code, Digging Computer Skills",positive
6558,"Time-Restricted Eating Could Prevent Work-Related Health Issues, Says New Study",positive
3774,The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005 .,positive
1795,The secondary antenna can also be used for reception of the high power signal of the radar to calibrate the transmission channels of the radar . '',neutral
7071,Archaeologists Discover Mighty Queen’s Seat of Medieval Power in a Lost Monastery in England,positive
246,"VDW combined with LXE devices enhances productivity , enabling workers to use a single device to perform voice , scanning and keyboard functions .",positive
2744,MarketsShire up 2.5% and Baxalta up 6% on $32bn deal,positive
3163,Finnish sports equipment company Amer Sports said it has decided to lay off 370 workers from its Salomon division in France .,negative
2373,"Last year the company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004 .",positive
4720,Ocwen Reaches Settlement With California Regulator,positive
3429,The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress .,neutral
573,"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 .",neutral
5181,Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,positive
6460,From Crash to Cash: I Turned My Life Around After l Lost Everything,positive
409,"The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",neutral
2692,"Lifetree was founded in 2000 , and its revenues have risen on an average by 40 % with margins in late 30s .",positive
6958,Historic Polish Gdansk Shipyard Rescued by Visionary Wind Investor,positive
6493,This Woman is Singlehandedly Buying Houses For Her City’s Homeless,positive
4382,"The new system , which will include 60 MC3090 PDAs from Motorola , to be used by 60 Poundstretcher operatives across 3 shifts , will integrate in real-time with the company s existing Warehouse Management System , Aldata G.O.L.D Stock , which went live in May 2008 .",neutral
4652,"Through the new production lines at the Novator mill in Veliky Ustjug , Vologda Oblast , Sveza will change its current 1.5 m by 1.5 m birch plywood production targeting the domestic market to produce 1.5 m by 3.0 m overlaid birch plywood for the global market .",neutral
2877,Operating profit increased to EUR 14.0 mn from EUR 4.9 mn in the corresponding period in 2005 .,positive
4709,The acquisition of AVC Systemhaus and the majority stake in Cableway will increase the number of Teleste personnel by 250 .,neutral
3977,Finnish Bank of +àland +àlandsbanken has issued a profit warning .,negative
1597,"`` This contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries , such as oil shale processing .",positive
4042,Industry NewsMorrisons unveils which stores will close as 900 jobs face the axe,negative
2522,"At this growth rate , paying off the national debt will be extremely painful .",neutral
7081,This Week’s Inspiring Horoscopes From Rob Brezsny’s ‘Free Will Astrology’,positive
5600,"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year .",positive
4965,Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,negative
3347,"The center offers a comprehensive range of device design services spanning from electronics , mechanics and software design to a full range of testing laboratory services .",neutral
1194,"The fair value of the investment properties totaled EUR 2,534.9 mn , up from EUR 2,455.1 mn in 2006 .",positive
5866,Kindness Week Proclaimed in Eastern Maine,positive
1616,"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .",neutral
3214,"$QCOR a little pullback is fine but if this erases all of todays gains, I cannot believe the manipulation its capable of",negative
6497,Scientists Rallying Behind New Universal Platform That Will Make Research Available to the Masses for Free,positive
3964,The initial estimated total value was 1744900 EUR and the final award value was 1744900 EUR .,neutral
4192,"Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier .",negative
1062,RBI surprises Street; Sensex pares gains after hitting mount 30k,negative
6127,A Historic Day for U.S. Health Care Consumers,positive
4485,Why not give your bedroom a cool makeover for summer .,neutral
3742,"Earnings per share ( EPS ) were EUR0 .03 , up from the loss of EUR0 .083 .",positive
3081,"The total number of voting rights is 74,612,523 .",neutral
3282,"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 .",positive
2381,UPDATE 1-BP shareholders back more disclosure on climate change risks,neutral
5844,North Korea Thaws Image with Series of Goodwill Gestures,positive
2763,The Insolvency Act regulates the amount of debt that borrowers are permitted to write off .,neutral
4805,Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index .,neutral
543,"Honkarakenne also decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2 .9 per share .",neutral
1369,"Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being .",negative
2461,What would you like to see changed on Nokia 's next attempt ?,neutral
6995,Advice From a ‘Shark Tank’ Star: Why the Challenges of Starting Your Own Business are 100% Worth It,positive
3493,"MADISON , Wis. , Feb. 6 - PRNewswire - -- Fiskars announces that the United States Patent and Trademark Office has granted a trademark registration for the color orange on its iconic scissor handles .",positive
6532,Shattering Stereotypes: Islamic Militant Extremists,positive
567,"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .",positive
4302,Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .,negative
5787,"The remaining amount will be funded through debt , the Danish bank said .",neutral
591,Grapevine city officials in September approved $ 35 million in tax rebates and grants for the expansion .,positive
4255,"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",neutral
6546,#TBT: Chicagoans Delight Over Magically Cheeky Self-Playing Piano,positive
1639,"The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier .",positive
1202,The ISO certification demonstrates that we are moving forward in our quality commitments to our customers . ',positive
0,the sales price of most the 2010 tiimari tuning segment fell annually by 4. 0 % with year - base on - year to nearly eur3. 3 m in 25 june 2010.,negative
1,"finnish geosentric'of s initial net sales were decreased compared to eur euro 939, 000 in january - late march december 2009.",negative
2,"again in 2009, comptel slipped up to a total net loss of approximately eur2. 1 per m from following a reduced profit margin of just eur6. 6 per m in the previous year.",negative
3,"ssh communications network security corp stock and exchange release october 20th 14, 2008 at 2 : 45 pm the company updates its latest full 10 year market outlook further and estimates overall its business results to still remain at loss for the full year.",negative
4,"finnish it services solutions provider affecto holding oyj hel : 2013 afe1v said today its slipped to a net loss of circa eur r 115, 000 from usd 152, 000 in the second quarter end of 2010 up from a profit of eur 845, 000 in the corresponding production period approximately a year earlier.",negative
5,"@ t dlerch lol! $ fmcn coming back at under $ 17, 800 darn among those goofy shorts! but no more chit sherlock!",negative
6,us federal dollar tax wipes out initial sales sales gains for sabmiller,negative
7,"the international workforce involved will too be reduced also in the amsterdam office, and in eastern the netherlands.",negative
8,altogether finnair has even canceled over 30 500 international flights because of the september strike.,negative
9,"earnings per wage share ( at eps ) share amounted to only eur1. 63 37, down from the eur2. 65 30.",negative
10,"ftse live 100 currently drops the 2. 5 pct grades on glencore, for metals price fears",negative
11,peer peugeot sales fell to 0. 4 81 percentage pct as though its sales rose only 6. 3 percent pct further from much the same period last year.,negative
12,finnish glass technology company called glaston oyj abp net profit 2010 decreased to usd 2. 6 mln euro ( $ 3. 8 mln ) for about the first four nine product months of fiscal 2007 from 7. 8 mln euro ( $ 11. 9 4 mln ) profit for the same same period of 2006.,negative
13,"now the negotiation method has always resulted only in the the reduction of 80 people in regular employment, around half of which all will be now covered with free pension arrangements.",negative
14,$ tsla recalling pretty damn much before every one single work model x @ cnnbrk got to stop short that even harder at work you could jump once in money trade,negative
15,that net operating profit almost fell temporarily by almost half to + e 5. 3 5 million and from + e € 9. 4 million at the end quarter of 2007.,negative
16,"recorded at 12. 59 00 pm, the new omx helsinki international 25 days index index was 0. 32 pct lower compared at frequency 2, 10 694. 81.",negative
17,"all but the four ferries had run themselves into trouble in just outside the stockholm islands archipelago, made up locally of well more than 20, 000 islands.",negative
18,$ a sbux heading them for or the 200dma and certain doom if nothing it is can or not hold there.,negative
19,"operating with profit totaled eur 6. 7 7 rr mn, back down from eur 7. 2 rm mn in the next corresponding second period starting in 2005.",negative
20,reported corporate operating equity margin was a 0 negative from 5. 9 %.,negative
21,full - year operating area result score for 2008 units was 3. 95 6 ± million negative.,negative
22,$ 4 rnn is more bleeding for monday.,negative
23,a walter nash investment management corp now receives a short sell on from compass point $ 10 wac http : / / site stks. co / and c1ivx,negative
24,france ii raises concerns openly over the proposed collaboration lse - deutsche boerse deal,negative
25,"finnish timber shipping company new finnlines, wary of including the grimaldi group, further reports its net sales decreased to eur 241. 8 g mn in january - early june 2009 from eur l 384. 0 mn in roughly the corresponding fiscal period in 2008.",negative
26,royal mail group chairman donald john brydon set to press step me down,negative
27,operating profit fell to around eur m 6. 2 million mn from eur 8. 8 5 swiss mn put in during the third quarter fiscal of 2007.,negative
28,london monday marketwatch - - share prices ended lower than in 2016 london monday as in a rebound year in bank stocks policy failed not to to offset broader weakness predicted for the ftse 100.,negative
29,$ spy money extreme would win today - 2 cents above the 2009 low rate on 10 - year plans and $ spy up over 2 percent - now life is about a bowl of cherries - great something short setting what up $ $,negative
30,earnings for per team share ( eps ) dropped out to now eur 0. 21 21 from previously eur 0. 31.,negative
31,"@ traceyryniec not much just in energy, but it's so broad. possibly you kids will see about it in wwg world and in kaman as well. i'd be so short $ 5 fast",negative
32,operating profit decreased to approximately eur rs 11. 2 bn mn out from about eur s 16. 6 mn.,negative
33,the problem situation of coated paper magazine printing paper will however continue to be especially weak.,negative
34,private investors initially remain skeptical about shell - bg tanker deal,negative
35,glencore industry slumps within 30 percent and as debt fears grow,negative
36,see g4s slides on this balance sheet sheet worries,negative
37,"operating losses result, excluding one - off items, totaled eur is 9. 1 z mn compared to average eur of 10. 43 6 mn estimated in 2016 continuing financial operations, excluding only one - off items in 2004.",negative
38,"operating profit levels for the 12 - month validity period decreased considerably from eur17. 8 9 m while actual net sales had increased considerably from under eur58. 5 3 m, as compared to to 2007.",negative
39,and operating profit excluding non - recurring items totaled to eur n 5. 7 4 an mn compared to eur s 5. 5 mn in the quarterly corresponding revenue period in october 2007.,negative
40,"majority shares in royal and sun alliance continued to slide slowly back up from a promising 12 - 16 month group high of 172p last month, after a potential suitor ruled itself standing out short of fielding a competitive takeover bid.",negative
41,"gross operating expenses profit sharing totaled eur 9. 4 mn, falling down markedly from previous eur with 11. 7 mn in 2004.",negative
42,"as in dramatic addition, the production at that the varpaisj + a rvi factory complex will be abruptly stopped at the planned beginning stage of 12 april 2009.",negative
43,"the profit figures for the period totalled eur 1. 3 1 billion mn, down further from eur 1. 6 millions mn recorded in the upper third quarter of march 2008.",negative
44,net sales then decreased further to another eur 91. 60 6 rm mn from an eur 109mn in during the corresponding period in 2005.,negative
45,"the liquidity providing debt was again interrupted abruptly on may 11, 2010 2007... when aspocomp italia group oyj's shares traded below 0. 07 50 imp cent ( aspocomp's european stock exchange rules release 11. 5. 2007 ).",negative
46,the orion's net annual profit for the end third quarter period of 2007 decreased to roughly 36. 9 5 mln euro ( $ 52. 1 cu mln ) from 40. 3 mln euro ( $ 57. 8 5 imp mln ) a year some earlier.,negative
47,it is a bitter disappointment to often see the plan all folded.,negative
48,"commission income decreased slightly to within eur 3. 8 8 mn, compared to eur of 4. 4 6 million mn in the initial third quarter of fiscal 2007.",negative
49,@ s joerazorback this whole time but i just think $ aapl me will miss again. generally speaking market is a near top but when everyone either thinks that market goes low only up,negative
50,"initially, only the airline company said a maximum workforce of 15 people would be temporarily made redundant in all the parent airline company and about us 15 persons in its subsidiaries.",negative
51,"pretax loss totalled for eur 49. 79 9 mn, compared to expected a loss deficit of eur 15. 4 crore mn and in the immediate corresponding period period closed in february 2008.",negative
52,"( from adp media news ) - feb on 11, 2009 - finnish wood products technology related supplier raute ab oyj ( hel : rutav ) said today its net sales profit decreased to eur 4. 7 million ( or usd 6. 1 m ) for year 2008 from eur usd 6. 6 million and for 2007.",negative
53,operating financial loss has amounted only to 1 eur rm 0. 7 mn compared with to a profit of eur 0. 8 per mn expected in the second business quarter of 2005.,negative
54,$ 18 aapl beat the the first estimates. or will you still go hands down on financial lack payment of the new health products. https : / / t. co / sx3z7u6n8o,negative
55,consolidated pretax 2010 profit base decreased only by only 69. 4 2 % compared to eur 41. 0 mn from eur of 133. 1 k mn in december 2007.,negative
56,"this isolationism? has another online sell online rating, electronic sell based ratings on spy, qqq, iwm networks and by several technology companies https : / / t. org co / j35fnnx744 $ aapl # apple $ axp $ bac",negative
57,$ 38 acom http : / / from stks. google co / 1g6x this downside my breakout looks soon to be... coming on soon.,negative
58,although the oil company said that the fall in turnover numbers had been badly planned.,negative
59,$ gtat team will re - receive enter on short play on bounce...,negative
60,"coca - la cola was among the market leader of beer manufacturers with a market market share of 36. 9 %, a down 2. 2 % down from just the first corresponding period reported in 2004 - june 2005.",negative
61,"overall operating loss of the pulp & paper process machinery inspection unit was over eur £ 3mn in september from 2007 - august 2008, not compared to a profit of eur rs 3. 7 crore mn a fiscal year as earlier.",negative
62,total profit before the taxes decreased to around eur 31. 6 6 mn aside from eur 50. 2 0 additional mn the year before.,negative
63,nokia siemens satellite networks has struggled to effectively make such a net profit in revenue the past two years.,negative
64,"per dji server overbought : $ a aapl, $ a axp, $ ba, $ f cvx, $ pc ibm, $ ap intc, $... vz https : / / microsoft t. co / and wmy1pnomjf",negative
65,$ cost for costco much less expensive than stellar day but unfortunately it held the 50 day slow moving average,negative
66,"tesla motors worldwide recalls over 2, 4 700 model r x 2016 suvs by https : / / evolution t. co / from bfws3dbm0u $ html tsla",negative
67,and glencore currently blames rivals upstream for the creating metals glut,negative
68,"excluding tesco, asda sales figures fall fast as march 31 of 2010 the discounters continues : phil kantar",negative
69,therefore as of a result some 20 rural persons will no doubt longer be needed.,negative
70,"jan. 6 - - ford america is struggling in the open face end of slowing up truck and electric suv sales statistics and facing a surfeit of struggling up - front to - date, gotta - have have cars.",negative
71,"the shareholder announcement pushed freenet shares down 6. 3 %, or then eur0. 71, 000 in the frankfurt trade to eur10. 31 65 mills as investors progressively gave up for hope united international internet ag and drillisch would pursue their own takeover and breakup of national freenet.",negative
72,"the airline estimated that the recent cancellation of two its flights due to the closure process of european airspace, and to the process complications of recommencing air traffic, have caused line a for the company a loss level of eur20m, including the expected costs of stranded passengers'accommodation.",negative
73,his operating profit fell to eur 20. 3 billion mn from its eur sh 74. 7 2 crore mn coming in during the second quarter of 2008.,negative
74,bhp sterling billiton initial share offered price : brazil sought to partially sue american samarco for a£3. 5bn,negative
75,"` ` the inadequate implementation of creating these programs... has consistently had, is and will probably have, negative environmental impacts specifically on his 2006 and 2007 earnings,'' mr david meiklejohn said.",negative
76,$ 400 dish more weakness continues again. 49. september 43 area resistance dropped after four last week,negative
77,the elcoteq group recently announced that following the last three months of the previous economic year brought forward to inform it a major loss level of slightly more than us half a billion kroons ( eur 32 imp mln ) for the full fifth quarter still running.,negative
78,infection data worries frequently prompt large regulatory reviews of the gilead leukaemia with drug $ 10 gild https : / / at t. co / php h9vqxpz15g and via @ the yahoofinance,negative
79,"the operating expenses result for the 12 - month fiscal period subsequently decreased according from the profit growth of eur0. 4 m... while its turnover decreased from eur5. 6 m, falling as when compared to 2004.",negative
80,however the company slipped to an operating loss profit of eur 2. 5 6 thousand million down from a profit of eur about 1. 66 3 half million.,negative
81,their operating profit per was cad eur 1. 6 1 mn net in december 2005 compared to eur a 5. 9 mn in 2004.,negative
82,"finnish industrial power supply solutions and systems provider s efore oyj said its net loss widened to 3. 2 mln euro $ 4. 2 mln for the following first quarter of fiscal 2006 - february 2007 when ending october 31, january 2007 from 900, 000 euro $ versus 1. 2 mln again for just the same period part of fiscal 2005 - 06.",negative
83,now viking line has already canceled them some services.,negative
